Musella lasiocarpaの花,bps399-bps400,器官
クロユリの花,bps413,器官
Daiswa polyphyllaの花,bps418,器官
京大北部構内水田ウキクサとイネ,bcb005,生物群集
鹿児島県屋久島におけるニホンザルとニホンジカの集まり,zhe060,生物群集
Halenia ellipticaの花,bps024-bps025-bps026-bps027,生物群集
マツカゼソウの花,bps286,生物群集
マツカゼソウの花,bps287,生物群集
マツカゼソウの花,bps288,生物群集
カゴメノリ,bps331-bps332,生物群集
フクロノリ,bps343,生物群集
